ID,Name,Description,URL,Created,Types,Access Modes,Alt. Names / Keywords,Use Proxy,Friendly URL,Subjects,More Info,Map Ct,New,Trial,Featured,Permitted Uses
43017607,Indigenous Histories and Cultures in North America,"Manuscripts, artwork, and rare printed books that provide unique insight into interactions between American Indians and Europeans from their earliest contact right up to the civil rights movement. Sourced  from the Newberry Library’s Edward E. Ayer Collection.",https://www.indigenoushistoriesandcultures.amdigital.co.uk,7/11/18 15:30,Alumni,,Adam Matthew,Yes,indigenoushistoriescultures,"History, Primary Sources",Coverage: Early 16th century to the end of the 20th century.,14,No,No,No,
35197484,Indigenous Peoples: North America,"Manuscripts, book collections, newspapers from various tribe and Indian-related organizations; materials such as Bibles, dictionaries and primers in Indigenous languages.",https://link.gale.com/apps/INDP?u=nash87800,8/24/17 14:16,,,people,Yes,indigenouspeoples,"Anthropology, History, Primary Sources",Coverage: 17th - 20th centuries.,20,No,No,No,
44209378,InfoEd Global SPIN,"Searchable database of over 40,000 funding opportunities from more than 10,000 global sponsors. See INSTRUCTIONS for creating an account.",https://spin.infoedglobal.com/,9/7/18 12:04,Biomedical Library,,Sponsored Programs Information Network,Yes,infoedglobal,"Biomedical/Health Sciences, General, Nursing",,3,No,No,No,
21456863,Information on National Statistical Systems,"Links to national statistical offices provided by the United Nations. Country profiles include a brief history of the country's statistical system, legal basis, the statistical program, etc.;",http://unstats.un.org/unsd/methods/inter-natlinks/sd_natstat.htm,5/10/16 14:59,Peabody Library,,National and International Data Sources and Links,No,infonationalstatistical,"Datasets and Statistics, Government Information, Political Science",,0,No,No,No,
21456864,Informe Académico,"Popular Hispanic magazines (e.g., Fem, Hemisphere, Hola, Hispanic Times, Latin Beat, Latinas, PC, Proceso, Semana). Selected pamphlets in areas such as health care. Spanish thesaurus.",https://link.gale.com/apps/IFME?u=nash87800,5/10/16 14:59,,,TEL_database,Yes,informeacademico,"Latin American Studies, Latinx Studies, Portuguese, Spanish",Coverage: 1996 to present.,9,No,No,No,
21456868,INSPEC,"Physics, computer science, electrical engineering, and electronics; citations and abstracts to journals, conference proceedings and other publications in Physics, Electrical Engineering, Electronics and Computing. Includes access to Inspec Analytics.",https://www.engineeringvillage.com/search/quick.url?CID=quickSearch&database=2,5/10/16 14:59,Science and Engineering Library,,,Yes,inspec,"Engineering, Physics and Astronomy",Vendor Tutorial: Inspec Analytics User Guide,2,No,No,No,
21456982,Institute for the Study of Ancient Cultures,Materials on the history of the ancient Near East from prehistoric times through the Late Antique period.,https://isac-idb.uchicago.edu/,5/10/16 14:59,Divinity Library,,"oi, Oriental Institute Research Archives",No,instancientcultures,Biblical Studies,,0,No,No,No,
21456866,IntellectDiscover,"Scholarly research articles, books, monographs, reports, statistics, etc.",https://intellectdiscover.com,5/10/16 14:59,,,IngentaConnect ingenta connect,Yes,intellectdiscover,"French, Latin American Studies, Political Science, Portuguese, Spanish",,0,No,No,No,
2511832,International Abstracts in Operations Research,"Abstracts in operations research and management science. Index of articles relevant to the philosophy, methodology, or practice of operations research.",https://iaorifors.com/,8/24/10 21:05,Management Library,,IAOR,No,intlabstractsoperations,Business,,1,No,No,No,
21456869,International Bibliography of Art (IBA),"Resource for scholarly literature on western art, and successor to the Bibliography of the History of Art (BHA).",https://search.proquest.com/iba?accountid=14816,5/10/16 14:59,,,iba,Yes,intlbibliographyart,"Art, Classics",,67,No,No,No,
21456870,International Bibliography of the Social Sciences (IBSS),"Broad coverage of international publications, including over 100 languages and countries. Indexes journal articles, books, reviews, and selected chapters.",https://search.proquest.com/ibss?accountid=14816,5/10/16 14:59,Peabody Library,,ibss,Yes,intlbibliographysocialscience,"Anthropology, Economics, Education, Political Science",Coverage: 1951 to present.;,17,No,No,No,
21456871,International Encyclopaedia of Laws,"Comprehensive reports for countries on: commercial & economic law, private international law, tort law, insurance law, labour law, intellectual property, constitutional law, contracts, social security, environmental law, civil procedure, family & succession, etc.",https://www.kluwerlawonline.com/index.php?area=Looseleafs,5/10/16 14:59,Law Library,,foreign law,Yes,intlencyclopedialaws,"Law, Law: International Law",,7,No,No,No,
43017749,International Herald Tribune,"American newspaper published in Paris with an independent editorial spirit and strong focus on objective reporting of international news. Covers the history of the 20th century: luxury travel, opulent entertainment, international conflicts, the spread of American culture abroad, and globalization.",https://link.gale.com/apps/IHTO?u=nash87800,7/11/18 15:33,,,,Yes,intlheraldtribune,History,Coverage: 1887-2013.,2,No,No,No,
14869413,International Historical Statistics,"Global statistical data on business, economics, environmental studies, geography, history, politics, sociology, and statistical studies.",https://link.springer.com/referencework/10.1057/978-1-137-30568-8,8/10/15 17:10,Management Library,,IHS,Yes,intlhistoricalstatistics,"Business, Economics, Government Information, History, Latin American Studies, Political Science",Coverage: 1750-2010.,55,No,No,No,
2504575,International Index to Black Periodicals,"International and multidisciplinary coverage of scholarly journals, newsletters, and periodicals from the United States, Africa, and the Caribbean focused on African-Americans, Africa, and African diaspora.",https://www.proquest.com/bpd,2/24/09 15:55,Management Library,,iibp,Yes,intlindexblackperiodicals,"African American and Diaspora Studies, Business",,24,No,No,No,
21456874,International Medieval Bibliography,"Interdisciplinary bibliography of the European Middle Ages, covering Europe, the Middle East and North Africa. Periodicals and miscellany volumes (conference proceedings, essay collections, Festschriften, and exhibition catalogues).",https://apps.brepolis.net/brebibmb/?tck=3b54464a-feaf-fd7f-e063-4411980a88cb,5/10/16 14:59,,,IMB,Yes,intlmedievalbibliography,"Art, History, Jewish Studies",Coverage: 400-1500;,24,No,No,No,
21456875,International Monetary Fund (IMF) Publications,"Links to the full text of recent IMF working papers, staff country reports, papers on policy analysis and assessment, and member country publications.",http://www.imf.org/external/pubind.htm,5/10/16 14:59,,,IMF,No,imf,"Government Information, Public Policy Studies",,5,No,No,No,
21456877,International Tables for Crystallography,"Articles and tables of data relevant to crystallographic research and to applications of crystallographic methods in all sciences concerned with the structure and properties of materials. Symmetry, diffraction methods and techniques of crystal structure determination, and the physical and chemical properties of crystals. Discussions of theory, practical explanations, and examples.",http://it.iucr.org/,5/10/16 14:59,Science and Engineering Library,,,Yes,intltablescrystallography,Chemistry,,2,No,No,No,
21456879,Investment Arbitration Reporter (IAReporter),Tracks international investment arbitrations between foreign investors and their host states. Investigates and reports on public and non-public claims; digests and analyzes jurisprudence and awards (both public and non-public); and offers a dataset for empirical international law research.,http://www.iareporter.com,5/10/16 14:59,Law Library,,iar,Yes,iareporter,Law,,2,No,No,No,
21456880,Investment Claims,"Materials and analysis in international investment law and arbitration. Arbitration awards and decisions, bilateral investment treaties, multilateral treaties, journal articles, monographs, and arbitration laws.",https://academic.oup.com/investment-claims,5/10/16 14:59,Law Library,,,Yes,invlclaimsclaims,Law,,4,No,No,No,
21456881,IPA Source,International Phonetic Alphabet (IPA) transcriptions and literal translations of opera arias and art song texts.,http://www.ipasource.com,5/10/16 14:59,Music Library,,,Yes,ipasource,Music,,0,No,No,No,
2504577,iPOLL (Roper Center),"Public opinion poll data: poll questions and answers, datasets, and survey questionnaires from academic, commercial, and media polls on opinions and behaviors from major survey research organizations in the United State, including Gallup, Pew, Annenburg Public Policy Center, and news organizations, such as CNN, CBS, ABC, NBC, the New York Times.",https://ropercenter.cornell.edu/ipoll,2/24/09 16:03,Management Library;Peabody Library,,I poll i-poll,Yes,roper,"Business, Datasets and Statistics, Political Science, Public Policy Studies, Sociology",Coverage: 1935 to present.,82,No,No,No,
21456885,Iter: Gateway to the Middle Ages and Renaissance,"Bibliography of articles, essays, books and reviews. Also: a directory of scholars, an online edition of Paul Oskar Kristeller's Iter Italicum, access to the journal Renaissance Quarterly, and the Baptisteria Sacra.","https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=itb",5/10/16 14:59,,,,Yes,iter,"Art, French, History, Italian, Latin American Studies, Philosophy, Portuguese, Primary Sources, Spanish",,20,No,No,No,
43017750,J. Walter Thompson: Advertising in America,"Documents the history, operation, policies, and accomplishments of one of the world's largest and oldest advertising firms. Provides insight into company culture, how advertising works, how decisions are made, and the influence that that advertising has over culture.",http://www.jwtadvertisingamerica.amdigital.co.uk/,7/11/18 15:33,Alumni,,Adam Matthew,Yes,jwtadvertising,"History, Primary Sources",Coverage: 1900–2000.,2,No,No,No,
21456886,Jacoby Online,"Revised edition of the Greek texts of Felix Jacoby’s Die Fragmente der Griechischen Historiker. English translations of the Greek fragments, critical commentary, and a brief encyclopedia-style entry about each historian’s life and works, with a select bibliography.;",https://scholarlyeditions.brill.com/bnjo/,5/10/16 14:59,,,,Yes,jacoby,Classics,,6,No,No,No,
26038217,JAMAevidence,"Information on the concepts fundamental to evidence-based medicine. Education guides (Powerpoint slides), glossary, calculators, worksheets (critical appraisal guides and information cycle problem-solving aids), question wizards (to create and edit clinical questions), and podcasts. Create a profile to store favorite and most-used items for future use. Mobile version available.",http://www.jamaevidence.mhmedical.com,10/13/16 16:09,Biomedical Library,,Journal of the American Medical Association,Yes,jamaevidence,"Biomedical/Health Sciences, Nursing","Access Note: To use the mobile site, users must create a profile in the MyJAMAevidence tab. Mobile site (http://m.jamaevidence.com/) contains limited content.",3,No,No,No,
21456887,Jazz Discography,"Information about jazz records, bandleaders and recording sessions: leader/group name; album title; musicians, with instruments played; location and date of recording session; tune names, including ""matrix"" and release numbers.",http://www.lordisco.com/tjd/Login,5/10/16 14:59,Music Library,On-campus Only,TJD Tom Lord Online,Yes,jazzdisography,Music,Access Note: Only available on-campus. Login with VUNetID. Coverage: 1896 to present.;,3,No,No,No,
42953413,Jewish Life in America,"Charting the Jewish Diaspora from the earliest settlements through to the mass European influx of the early twentieth century, primary source materials offer insight into the everyday lives of the American Jewish population, explores the communal and social aspects of Jewish identity and culture, and traces Jewish involvement in the political life of American society as a whole.",http://www.jewishlife.amdigital.co.uk/,7/10/18 9:37,Alumni,,Adam Matthew,Yes,jewishlife,"History, Jewish Studies, Primary Sources",Coverage: 17th - 20th century.,3,No,No,No,
21456888,JewishEncyclopedia.com,"Complete and unedited articles and illustrations of the 12-volume Jewish Encyclopedia, published between 1901-1906.",http://www.jewishencyclopedia.com,5/10/16 14:59,Divinity Library,,jewish encyclopedia  jewish encyclopaedia,No,jewishencyclopedia,"Jewish Studies, Religious Studies",,1,No,No,No,
43017752,John Johnson Collection - An Archive of Printed Ephemera,"Ephemera about everyday life in Britain in the eighteenth, nineteenth and early twentieth centuries. Categories include Nineteenth-Century Entertainment, the Booktrade, Popular Prints, Crimes, Murders and Executions, and Advertising.",http://johnjohnson.chadwyck.co.uk/home.do,7/11/18 15:33,,,Bodleian Library Collection,Yes,johnjohnson,"English, History",,13,No,No,No,
21456889,Johns Hopkins Guide to Literary Theory and Criticism,"Historical survey of critics and theorists, critical and theoretical schools and movements, and the critical and theoretical innovations of specific countries and historical periods. Concentrates heavily on modern criticism and theoretical research.",http://www.press.jhu.edu/books/hopkins_guide_to_literary_theory/,5/10/16 14:59,,,,Yes,hopkinsguideliterary,"French, German, Italian, Philosophy, Portuguese, Russian, Spanish",,5,No,No,No,
43017753,Joint Commission Comprehensive Accreditation and Certification Manual,"Hospital, home care program and behavioral health care standards and requirements.",https://e-dition.jcrinc.com/ProxyLogin.aspx?lnk=2F011CFDC2AE,7/11/18 15:33,Biomedical Library,,E-dition Compliance Monitor Edition Compliance Monitor editions e-ditions,Yes,jointcommissionaccreditation,"Biomedical/Health Sciences, Nursing",,0,No,No,No,
21456890,JOLIS,"Catalog of the International Monetary Fund and World Bank libraries. Covers business, agriculture, trade, energy, natural resources, monetary policy, labor and finance.",https://library.worldbankimflib.org/,5/10/16 14:59,,,,No,jolis,"Government Information, Latin American Studies, Political Science, Public Policy Studies",Coverage: 1981 to present.,0,No,No,No,
21456891,Journal Citation Reports,Provides a systematic and objective means of determining the relative importance of science and social sciences journals within their respective subject categories.,https://jcr.clarivate.com,5/10/16 14:59,Biomedical Library;Science and Engineering Library;Peabody Library,,,Yes,journalcitationreports,"Biomedical/Health Sciences, Economics, Education, Nursing",Coverage: 1998 to present,8,No,No,No,
71759234,Journalytics Medicine,"Provides contact and publication information, quality metrics, submission experience data, and peer-review indicators for thousands of verified medical journals. Also includes list of predatory journals with criteria for inclusion and severity of violations.",https://app.cabells.com,5/8/23 10:27,Biomedical Library,,Cabells Cabell's,Yes,journalyticsmedicine,"Biomedical/Health Sciences, Nursing",,3,No,No,No,
72270269,JoVe,Peer-reviewed videos of scientific experiments that show the details of the experiments.,https://www.jove.com/,6/16/23 10:13,Biomedical Library,,Journal of Visualized Experiments,Yes,jove,"Biomedical/Health Sciences, Nursing",,1,No,No,No,
2504551,JSTOR,"Large and important archive for academic journals, books, and primary sources in the humanities, social sciences, and sciences. Many journals do not have current issues.",http://www.jstor.org/,2/22/09 23:20,Divinity Library;Law Library;Management Library;Music Library;Peabody Library,,j-stor j-store jstore stor j store j stor,Yes,jstor,"African American and Diaspora Studies, Anthropology, Biblical Studies, Business, Business: Finance and Markets, Church/Religious History, Classics, Economics, Education, English, French, General, German, History, Islamic Studies, Italian, Jewish Studies, Juvenile Literature, Latin American Studies, Latinx Studies, Law, Law: Legal History, Law: Legal News and Articles, Music, Philosophy, Political Science, Portuguese, Religious Studies, Russian, Sociology, Spanish, Theological Studies",,842,No,No,Yes,
21456893,Kafkas Werke im WWW,"Critical edition of Kafka's complete works, Franz Kafka, Kritische Ausgabe, Schriften und Tagebücher. German version and English version.",https://search.proquest.com/kafka/advanced?accountid=14816,5/10/16 14:59,,,works work Kritische Ausgabe Tagebucher,Yes,kafkaswerke,German,,1,No,No,No,
43017758,Kanopy,"On-demand streaming video service for documentaries, training films, and theatrical releases. Films under a current license agreement are available for immediate viewing. Other films may require a request through the Kanopy site. Viewing films in a group forum is permitted as long as the viewing is by Vanderbilt authorized viewers only (current faculty, staff, or students) and it is not for commercial benefit (i.e. no admission costs are charged and no profit is made from the screening).",https://vanderbilt.kanopy.com/,7/11/18 15:33,Biomedical Library;Management Library;Peabody Library,,,Yes,kanopy,"Business, Cinema and Media Arts, German, Russian, Streaming Video",,230,No,No,No,
43017759,KCI-Korean Journal Database,Articles from multidisciplinary journals covered in KCI. Managed by the National Research Foundation of Korea; contains bibliographic information for scholarly literature published in Korea.,http://webofknowledge.com/KJD,7/11/18 15:33,Science and Engineering Library,,KCI Korean,Yes,koreanjournaldatabase,General,Coverage: 1980-present.,1,No,No,No,
21456895,King James Bible (1611),"Text of the King James Bible, 1611 edition, including all introductory matter, annotation, calendars, genealogies and tables.",http://literature.proquest.com/toc.do?sourceId=Z000765501&id=Z400765536&area=prose&action=new&mapping=toc&area=prose&accountid=14816,5/10/16 14:59,Divinity Library,,,Yes,kingjamesbible,Biblical Studies,Coverage: 1611 edition.,1,No,No,No,
43017760,Klapp Online- Bibliography of French Literature,Bibliography of French literature with annual updates.,https://www.klapp-online.de/start_klapp-online_en.html,7/11/18 15:33,,,,Yes,klapp,French,Coverage: 1991-,5,No,No,No,
21456897,Kluwer Arbitration,"International commercial arbitration research. Expert commentary and primary source materials. Includes case law, commentary, conventions, legislation and rules. Investment Arbitration section. First-time users must register for a Kluwer account with their @vanderbilt.edu email.",http://www.kluwerarbitration.com/Account/Login,5/10/16 14:59,Law Library,,,Yes,kluwerarbitration,Law,,4,No,No,No,
21456898,Kluwer Intellectual Property,"KluwerIP provides information on international intellectual property law.  It includes access to books, journals, and practice tools.  It also is a resource for international intellectual property law news. First-time users must register for a Kluwer account with their @vanderbilt.edu email.",http://www.kluweriplaw.com/Account/Login,5/10/16 14:59,Law Library,,,Yes,kluwerip,Law: International Law,,1,No,No,No,
21456899,Knovel (Online Interactive Science and Engineering Books and Databases),"Reference books and databases from sci-tech publishers.**Off campus access to Knovel’s content requires you to register for Knovel temporarily.  Use this link: http://app.knovel.com/web/register.html?orgregkey=22cc49dd-0b5f-4acb-9dce-aa33a4219721 and complete a short registration form. Register with your Vanderbilt email address. Once you activate your account, you will have off-campus access to Knovel.",https://app.knovel.com/kn,5/10/16 14:59,Biomedical Library;Science and Engineering Library,,novel,Yes,knovelinteractive,"Biomedical/Health Sciences, Chemical and Biomolecular Engineering, Chemistry, Civil and Environmental Engineering, Engineering, Materials Science, Mechanical Engineering, Nursing",Access Note: Users must login from off campus using a Knovel account- see instructions above.,76,No,No,No,
21456900,Knovel Critical Tables,"This interactive Knovel reference contains tables of physical, solvent, and thermodynamic properties.  The physical property tables include over 21,000 inorganic and organic compounds, and pure substances. The solvent property tables have 385 solvents, and the thermodynamic property tables have data for over 15,000 compounds.",http://www.knovel.com/knovel2/Toc.jsp?SpaceID=10093&BookID=761,5/10/16 14:59,Science and Engineering Library,,,Yes,knovelcritical,"Chemistry, Engineering",,2,No,No,No,
74707457,Kotar Library,"Hebrew language scholarly books and reference materials covering Israeli and Jewish studies, literature, history, education, and sociology, as well as other topics in the humanities and social sciences.",https://kotar.cet.ac.il,12/12/23 8:14,,,,Yes,kotar,Jewish Studies,,0,No,No,No,
75487619,Kritisches Lexikon zur deutschsprachigen Gegenwartsliteratur-KLG,Bio-critical essays on contemporary German-speaking authors of the 20th and 21st centuries. Each entry Includes bibliographies of the author’s works and secondary literature.,https://online.munzinger.de/,2/16/24 12:10,,,,Yes,kritischeslexikon,German,,2,No,No,No,
41418021,KRpia,"Ebooks and reference and multimedia resources on Korea in subject areas such as architecture, history, literature, folklore, art, religion, classics, traditional Chinese medicine, etc.",http://www.krpia.co.kr/,4/13/18 11:29,,,,Yes,krpia,Asian Studies,,0,No,No,No,
21456901,LANIC: Latin American Network Information Center,"One of the largest guides for information about Latin American.  Provides Latin American users with access to academic databases and information services, and to provide Latin Americanists around the world with access to information on and from Latin America.",http://lanic.utexas.edu,5/10/16 14:59,,,Latin American Network Information Center,No,lanic,Latin American Studies,,9,No,No,No,
43978717,Late Qing dynasty periodical full-text database,Journals about the Late Qing dynasty,http://www.cnbksy.com,8/28/18 15:09,,,"晚清期刊全文数据库, Wan Qing qi kan quan wen shu ju ku",Yes,lateqingdynasty,Asian Studies,Coverage: 1833-1911.,1,No,No,No,
81476085,Latin American History and Culture,"Books, magazines, photographs, maps, letters, diaries, ephemera, videos, and audio files digitized from Latin American and Latinx culture archives scattered across the world.",https://latamcommons.net/modules/latin-american-history-culture-live/,7/9/25 8:10,,,,Yes,latinamericanhistoryculture,"Latin American Studies, Latinx Studies, Primary Sources",,2,No,No,No,
21456903,Latin American Newsstream,"Principal newspapers from most Latin American countries and many newspapers from Puerto Rico. Regional news, business, sports and the arts, regional wire services and magazines. In Spanish and/or Portuguese.",https://search.proquest.com/latinamericanews?accountid=14816,5/10/16 14:59,Peabody Library,,Latin American Newsstand,Yes,latinamericannewsstream,"Latin American Studies, News and Newspapers, Portuguese, Spanish",Coverage: 1991 to present.,43,No,No,No,
21456904,Latin American Periodicals Tables of Contents (LAPTOC),Tables of contents of academic and research journals published in Latin America and the Caribbean.,http://laptoc.library.vanderbilt.edu,5/10/16 14:59,,,,No,latinamericanperiodicalstoc,Latin American Studies,Coverage: 1994 and 2009.;,2,No,No,No,
21456905,Latinnews.com,"Political, economic, and security analysis on Latin America and the Caribbean.",http://www.latinnews.com/,5/10/16 14:59,Peabody Library,,Latin American Newsletters news,Yes,latinnews,"Latin American Studies, News and Newspapers",";Coverage: 1967-presentAccess Note: When you are finished, please log off the site FIRST before closing the window.;",13,No,No,No,
26038218,"Latino Literature: Poetry, Drama, and Fiction","Folk tales, poetry, fiction, and plays in English and Spanish by Chicano, Cuban, Puerto Rican, Dominican, and other Latinx authors working in the United States, including unpublished works.",https://search.proquest.com/litcollectionlali/advanced?accountid=14816,10/13/16 16:09,,,,Yes,latinoliterature,"Latinx Studies, Spanish",,10,No,No,No,
21456906,Law.com (Law users only),"Online access to publications from American Lawyer Media (ALM). This includes: The American Lawyer, The National Law Journal, New York Law Journal, Supreme Court Brief, Corporate Counsel, Legaltech News. Legal Week, Inside Counsel, The Recorder, and others.;;",http://www.law.com/?slreturn=20150313143828,5/10/16 14:59,Law Library,,"law dot com  American Lawyer, Legal Times, and National Law Journal",Yes,lawcom,"Law, Law: Legal News and Articles",Access Note: Users who have a LexisNexis login may also use those credentials to access law.com.,1,No,No,No,
21456907,Law360 (Law users only),"Law360 is a legal news source that covers major litigation in U.S. federal courts, the world's 2,000 top companies, and every major development in class actions and multidistrict litigation. It also provides daily topical e-mail newsletters as well as key documents underlying reported litigation.",http://www.law360.com/,5/10/16 14:59,Law Library,,Law 360,Yes,law360,"Law, Law: Legal News and Articles",,3,No,No,No,
40932173,Le Grand Robert,The definitive French language dictionary.,http://syrano.demarque.com/Access/connExt.php?idRelPC=610174,3/16/18 17:18,,,french dictionary la grand robert,Yes,grandrobert,French,,1,No,No,No,
14534149,Leadership Connect,"Contact information for companies, government agencies, congressional offices, law firms, news media outlets, healthcare organizations, and nonprofits. Biographical data for American leaders: emails, phone numbers, addresses, and background info.;;",https://api.leadershipconnect.io/v1/auth/saml2/login/4ac69dbe-ed99-4767-bb1e-27cdbb5ccba4,7/31/15 11:38,Law Library;Management Library;Peabody Library,,Leadership Library,No,leadershipconnect,"Business, Business: Company Information, Law",Access Note: Exporting to a printer is not available.,11,No,No,No,
21456909,Left Index,"Political, economic, social and culturally engaged scholarship. Citations and abstracts (with some full text).","https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=fqh",5/10/16 14:59,,,,Yes,leftindex,"Philosophy, Political Science",Coverage: 1982 to present; updated monthly;,6,No,No,No,
21456910,Legal Scholarship Network,"Social Science Research Network's legal area, providing access to accepted and working papers.",http://ssrn.com/en/index.cfm/lsn/,5/10/16 14:59,Law Library,,ssrn,Yes,legalscholorship,Law,"For SSRN email alert services, please contact the Law Library.",0,No,No,No,
83857288,Legaltech Hub,"Provides insight, analysis, and reports into tools available in the legal technology landscape.;",https://www.legaltechnologyhub.com/signin/sso/start?company=vanderbilt.edu,2/11/26 12:35,Law Library,,,No,,Law,,0,Yes,No,No,
21456911,LegalTrac,"Indexing for major law reviews, legal newspapers, bar association journals, and international legal journals. Law-related articles from business and general interest titles.",https://link.gale.com/apps/LT?u=nash51725,5/10/16 14:59,Law Library,,legal trac legal-trac legaltrack legal-trac legaltrak legal-trak,Yes,legaltrac,"Law, Law: Legal News and Articles, Political Science",Coverage: 1980-.,23,No,No,No,
43017763,"Leisure, Travel and Mass Culture: The History of Mass Tourism","Guidebooks and brochures, periodicals, travel agency correspondence, photographs, and personal travel journals provide unique insight into the expansion, accessibility, and affordability of tourism for the masses and the evolution of some of the most successful travel agencies in the world.",http://www.masstourism.amdigital.co.uk/,7/11/18 15:33,Alumni,,Adam Matthew,Yes,leisuretravelmassculture,"English, History, Primary Sources",Coverage: 1850-1980.,5,No,No,No,
57598228,Leopard Solutions (Law users only),Legal industry intelligence database provides specially curated legal market and law firm reports that provide an overview of the industry and job search feature highlighting attorney job opportunities. First time users must register for a personal account with their @vanderbilt.edu email.,https://www.leopardsolutions.com/app/Vanderbilt/login,9/24/20 14:57,Law Library,,,Yes,leopardsolutions,Law,,0,No,No,No,
82642345,Lex Machina,Legal analytics tool that delivers data-driven insights to support litigation and legal strategy and analyzes vast amounts of court data. It transforms information into structured reports and visualization tools. Users' Lexis credentials should be used to log in. ;,https://law.lexmachina.com/login,10/10/25 13:18,Law Library,,,No,lexmachina,"Datasets and Statistics, Law",Lexis access questions can be answered by contacting Kyle Turner (thomas.k.turner@vanderbilt.edu).,1,No,No,No,
68064884,Lexis Digital Library (Law users only),"Legal ebooks that can be accessed on mobile devices and desktop platforms. Includes casebooks, study guides, treatises, practice guides, and more.",https://lexisdl.com/welcome/login/vanderbiltlaw,8/12/22 8:50,Law Library,,,No,lexisdigitallibrary,Law,,5,No,No,No,
21456914,Lexis+,"Legal research system for Vanderbilt Law School faculty, students and staff. Please see a reference librarian for assistance.",https://advance.lexis.com,5/10/16 14:59,Law Library,,LexisNexis for Law Schools Advance,No,lexisplus,Law,,26,No,No,No,
47049642,LGBT Magazine Archive,"Archival runs of 26 of the most influential, longest-running serial publications covering more than six decades of the history and culture of the LGBT community.",https://search.proquest.com/lgbtma?accountid=14816,2/19/19 11:46,,,,Yes,lbgtmagazinearchive,"Gender and Sexuality Studies, General",Coverage: 1954-2015.,44,No,No,No,
48875603,LGBT Thought and Culture,"Books, periodicals, and archival materials documenting LGBT political, social, and cultural movements.",https://search.alexanderstreet.com/gltc/?account_id=14816,7/1/19 8:57,,,Alexander Street,Yes,lgbtthoughtculture,"Gender and Sexuality Studies, Primary Sources",Coverage: 20th Century to present.,15,No,No,No,
63480927,LGBTQ+ Source,"Scholarly and popular LGBTQ+ publications in full text, plus historically important primary sources, including monographs, magazines, and newspapers. It also includes a specialized LGBTQ+ thesaurus containing thousands of terms.","https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=qth",9/22/21 13:52,Divinity Library,,,Yes,lbgtqplussource,"Gender and Sexuality Studies, General",,34,No,No,No,
21456915,Library and Information Science Abstracts (LISA),"Covers all aspects of librarianship, library users, information retrieval, and more. International in scope.",https://search.proquest.com/lisa?accountid=14816,5/10/16 14:59,,,LISA,Yes,libraryinfoscienceabstracts,General,Coverage: 1969 to present.,0,No,No,No,
59360520,Library of Catholic Thought,"Includes resources for studying the life of Jesus and his impact on history and culture. For titles with audio, click on the screen to see the controls.",https://www.theologyandreligiononline.com/library-of-catholic-thought,1/12/21 11:15,,,T&T Clark Jesus Library Bloomsbury,Yes,catholicthought,"Religious Studies, Theological Studies",,0,No,No,No,
21456916,Library of Latin Texts - Series A & B,"Series A includes literature from antiquity, patristic authors, Middle Ages, and neo-Latin literature. Series B includes Latin texts of all genres and all periods: medical and veterinary texts from Late Antiquity, from east-central European historians, east-central European authors, and works from authors of the Italian and Northern renaissances.",https://clt.brepolis.net/llta,5/10/16 14:59,Divinity Library,,"LLT, LLT-A, LLTA, LLTB, LLT-B Ambrose, Augustine, Ausonius, Cassian, Cyprian, Gregory the Great, Jerome, Marius Victorinus, Novatian, Paulinus of Nola, Prudentius, Tertullian Anselm of Canterbury, Beatus de Liebana, Bernard of Clairvaux, Guillaume",Yes,librarylatintexts,"Church/Religious History, Classics",,3,No,No,No,
21456568,Library Search,"Check out the Library Search which finds print and electronic items, including journal and newspaper articles, book chapters, books, reviews, legal documents, and much more. Note: Due to licensing restrictions, some content is only available to current students, faculty, and staff.",https://catalog.library.vanderbilt.edu/discovery/search?vid=01VAN_INST:vanui,5/10/16 14:59,Music Library;Alumni,,"DiscoveryLibrary, Discovery Library, DiscoverLibrary, Discover Library, ACORN, Primo, catalog",No,librarysearch,"Government Information, Latin American Studies, Portuguese, Spanish",Search help: https://www.library.vanderbilt.edu/searchhelp/,344,No,No,No,
21456917,"Library, Information Science & Technology Abstracts","Index of journals, books, research reports and proceedings on librarianship, classification, cataloging, bibliometrics, online information retrieval, information management, etc.","https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=lxh",5/10/16 14:59,,,Library Information Science and Technology Abstracts lista,Yes,librarysciencetechabstracts,General,Coverage: Mid-1960s-.,0,No,No,No,
21456918,Linguistics and Language Behavior Abstracts (LLBA),"Abstracts and indexing of all areas of linguistics. Applied linguistics, psycholinguistics, history and philosophy of language, syntax and morphology, lexicography, sociolinguistics, nonverbal communication, phonetics, learning disabilities, hearing and speech physiology.",https://search.proquest.com/llba?accountid=14816,5/10/16 14:59,Peabody Library,,LLBA,Yes,linguisticslanguagebehavior,"Communication Studies, Education, English, French, Italian, Portuguese, Psychology, Spanish",Coverage: 1973 to present.,9,No,No,No,
